Name,Taxon_ID,Accession_Number,Length
Psychromonas sp. Urea-02u-13,2058326,WP_101083980.1,643
Betaproteobacteria bacterium HGW-Betaproteobacteria-22,2013714,PKO44137.1,639
Psychromonas sp. Urea-02u-13,2058326,PKG37520.1,643
Rhizobacter gummiphilus,946333,ATU64957.1,692
Arcobacter sp.,1872629,PIF04929.1,732
Porticoccus sp.,2024853,PHS72828.1,654
Alteromonas sp.,232,PHS55442.1,647
Comamonas terrigena,32013,PEH90738.1,654
Halomonas hydrothermalis,115561,WP_096923319.1,635
Halomonas hydrothermalis,115561,ATH79406.1,635
Methylophilaceae bacterium,2030816,PCI58812.1,640
Agaribacterium haliotis,2013869,WP_096087132.1,664
Halomonas sp. WN018,2032624,WP_095604534.1,634
Halomonas sp. WN018,2032624,PAU70500.1,634
Pseudoalteromonas sp. NBT06-2,2025950,WP_095367586.1,650
Pseudoalteromonas sp. NBT06-2,2025950,PAJ73486.1,650
Bordetella genomosp. 9,1416803,WP_094846620.1,658
Bordetella genomosp. 9,1416803,OZI23652.1,658
Marinobacter vinifirmus,355591,WP_094625421.1,661
Marinobacter vinifirmus,355591,OZC35554.1,661
Alteromonas macleodii,28108,OZC00412.1,645
Halomonas daqiaonensis,650850,WP_089709849.1,638
Halomonas sp. N3-2A,2014541,WP_089037380.1,634
Halomonas sp. N3-2A,2014541,ASK17911.1,634
Mitsuaria noduli,2052484,OWQ43824.1,642
Gammaproteobacteria bacterium 50_400_T64,1856294,OUS15212.1,655
Bordetella genomosp. 8,1416806,WP_086064286.1,658
Bordetella genomosp. 8,1416806,ARP81080.1,658
Rhizobacter gummiphilus,946333,WP_085750558.1,692
Rhizobacter gummiphilus,946333,ARN20286.1,637
Deefgea rivuli,400948,WP_084282553.1,675
Vibrio cholerae O1 biovar El Tor,686,KJR77646.1,636
Vibrio parahaemolyticus,670,KJR34676.1,637
Vibrio parahaemolyticus,670,KJR33929.1,637
Vibrio parahaemolyticus,670,KJR23275.1,637
Vibrio parahaemolyticus,670,KJR21056.1,637
Vibrio parahaemolyticus,670,KJR17112.1,637
Vibrio sp. S457-15,1620393,KJQ91223.1,637
Vibrio sp. S512-13,1620394,KJQ86622.1,637
Pseudomonas aeruginosa,287,CKH81503.1,650
Pseudomonas sp. St29,1500687,BAQ78018.1,648
Pseudomonas sp. Os17,1500686,BAQ71825.1,648
Pseudomonas sp. 21,1619948,WP_045210268.1,651
Pseudomonas sp. 21,1619948,WP_045209744.1,647
Pseudomonas sp. 2(2015),1619950,WP_045197928.1,648
Pseudomonas sp. 5,1619949,WP_045190273.1,648
Photobacterium angustum,661,WP_045152616.1,642
Photobacterium angustum,661,WP_045148973.1,642
Photobacterium angustum,661,WP_045132203.1,642
Photobacterium angustum,661,WP_045129041.1,642
Pseudomonas sp. 2(2015),1619950,KJK17271.1,648
Pseudomonas sp. 21,1619948,KJK01815.1,647
Pseudomonas sp. 5,1619949,KJK01531.1,648
Pseudomonas sp. 21,1619948,KJK00670.1,651
Moritella viscosa,80854,WP_045111205.1,643
Pseudomonas sp. HMSC05H02,1581118,WP_045108492.1,650
Aliivibrio wodanis,80852,WP_045104484.1,641
Photobacterium,657,WP_045083291.1,642
Photobacterium leiognathi,553611,WP_045063762.1,642
Pseudomonas sp. ES3-33,1628833,WP_045060509.1,648
Pseudomonas sp. ES3-33,1628833,WP_045058679.1,646
Photobacterium kishitanii,318456,WP_045045822.1,642
Photobacterium iliopiscarium,56192,WP_045038611.1,642
Vibrio cholerae,666,KJJ55995.1,636
Vibrio cholerae,666,KJJ50561.1,636
Vibrio cholerae,666,KJJ49158.1,636
Pseudomonas sp. HMSC05H02,1581118,KJJ09809.1,650
Pseudomonas fluorescens,294,KJH88397.1,648
Pseudomonas sp. ES3-33,1628833,KJH77577.1,646
Pseudomonas sp. ES3-33,1628833,KJH75771.1,648
Vibrio parahaemolyticus,670,KJH12909.1,637
Photobacterium kishitanii,318456,KJG66017.1,642
Photobacterium kishitanii,318456,KJG55248.1,642
Photobacterium angustum,661,KJG52998.1,642
Photobacterium angustum,661,KJG48980.1,642
Photobacterium angustum,661,KJG45991.1,642
Photobacterium angustum,661,KJG41216.1,642
Photobacterium angustum,661,KJG37916.1,642
Photobacterium angustum,661,KJG31151.1,642
Photobacterium angustum,661,KJG27996.1,642
Photobacterium angustum,661,KJG21135.1,642
Salinivibrio sp. KP-1,1406902,KKA43488.1,644
Pseudomonas fluorescens,294,WP_046056358.1,648
Pseudomonas fluorescens,294,WP_046055968.1,646
Pseudomonas fluorescens,294,WP_046047237.1,648
Pseudomonas fluorescens,294,WP_046046450.1,646
Halomonas sp. R57-5,1610576,CEP35472.1,633
Pseudomonas fluorescens,294,WP_046037758.1,646
Pseudomonas,286,WP_046033202.1,648
Pseudomonas kilonensis,132476,KKA04505.1,648
Vibrio coralliilyticus,190893,WP_045987432.1,636
Vibrio neptunius,170651,WP_045975858.1,636
Vibrio galatheae,579748,WP_045954250.1,636
Pseudomonas synxantha,47883,AKA83718.1,650
Ferriphaselus amnicola,1188319,GAO34411.1,648
Pseudomonas fluorescens,294,KJZ63209.1,646
Pseudomonas fluorescens,294,KJZ62817.1,648
Pseudomonas fluorescens,294,KJZ50164.1,646
Pseudomonas fluorescens,294,KJZ45218.1,646
Pseudomonas fluorescens,294,KJZ42860.1,648
Pseudomonas fluorescens,294,KJZ33408.1,648
Pseudomonas chlororaphis,587753,WP_045886540.1,648
Marinomonas sp. S3726,579484,KJZ08879.1,650
Pseudoalteromonas ruthenica,151081,KJZ02210.1,653
Pseudoalteromonas ruthenica,151081,KJY99512.1,649
Pseudoalteromonas ruthenica,151081,KJY98143.1,653
Pseudoalteromonas ruthenica,151081,KJY97199.1,649
Vibrio neptunius,170651,KJY89441.1,636
Vibrio galatheae,579748,KJY84506.1,636
Vibrio nigripulchritudo,28173,KJY79626.1,636
Vibrio coralliilyticus,190893,KJY71557.1,636
Vibrio coralliilyticus,190893,KJY67122.1,636
Aquitalea magnusonii,332411,WP_045847678.1,637
Cellvibrionaceae bacterium 1162T.S.0a.05,1286364,WP_045818533.1,643
Vibrio cholerae,666,KJX84414.1,636
Vibrio cholerae O1 biovar El Tor,686,KJX78137.1,636
Vibrio cholerae O1 biovar El Tor,686,KJX77914.1,636
Vibrio cholerae O1 biovar El Tor,686,KJW17408.1,636
Aquitalea magnusonii,332411,KJV27053.1,637
Pseudomonas chlororaphis,587753,AKA27387.1,648
Vibrio cholerae O1 biovar El Tor,686,AJZ98530.1,636
Vibrio parahaemolyticus,670,WP_045603348.1,637
Vibrio vulnificus,672,WP_045597590.1,637
Vibrio cholerae,666,KJS94018.1,636
Pseudomonas sp. BICA1-14,1619235,KJS77823.1,660
Comamonadaceae bacterium BICA1-1,1531963,KJS77281.1,639
Comamonadaceae bacterium B1,1458426,WP_045534146.1,639
Vibrio campbellii,680,WP_045455553.1,637
Vibrio hyugaensis,1534743,WP_045397597.1,637
Vibrio rotiferianus,190895,WP_045385779.1,637
Vibrio campbellii,680,WP_045371309.1,637
Legionella pneumophila,446,WP_013101210.1,639
Laribacter hongkongensis,168471,WP_012698358.1,633
Cellvibrio japonicus,155077,WP_012487032.1,633
Legionella pneumophila,446,WP_011945945.1,639
Polaromonas sp. JS666,296591,WP_011481280.1,637
Dechloromonas aromatica,259537,WP_011289079.1,637
Legionella pneumophila,446,WP_011215017.1,639
Legionella pneumophila,446,WP_010946565.1,639
Pseudomonas sp. M47T1,1179778,WP_008366655.1,647
Nitrosospira lacus,1288494,WP_004179905.1,645
Pseudomonas furukawaii,1149133,WP_003447941.1,648
Legionella pneumophila subsp. pneumophila LPE509,1312904,AGH54479.1,639
Pseudomonas furukawaii,1149133,ELS24071.1,648
Simiduia agarivorans SA1 = DSM 21679,1117647,AFU99088.1,646
Legionella pneumophila subsp. pneumophila,91891,CCD08150.1,639
Legionella pneumophila subsp. pneumophila,91891,CCD04980.1,639
Pseudomonas sp. M47T1,1179778,EIK97979.1,647
Legionella pneumophila subsp. pneumophila ATCC 43290,933093,AEW51114.1,639
Alteromonas naphthalenivorans,715451,AEF04229.1,645
Legionella pneumophila 2300/99 Alcoy,423212,ADG24156.1,639
Laribacter hongkongensis HLHK9,557598,ACO75895.1,633
Cellvibrio japonicus Ueda107,498211,ACE84007.1,633
Legionella pneumophila str. Corby,400673,ABQ56387.1,639
Polaromonas sp. JS666,296591,ABE42273.1,637
Dechloromonas aromatica RCB,159087,AAZ48083.1,637
Legionella pneumophila str. Lens,297245,CAH15094.1,639
Legionella pneumophila str. Paris,297246,CAH12042.1,639
Legionella pneumophila subsp. pneumophila str. Philadelphia 1,272624,YP_094864.1,639
Legionella pneumophila subsp. pneumophila str. Philadelphia 1,272624,AAU26917.1,639
Thalassobacillus devorans,279813,WP_085504923.1,311
Oceanobacillus massiliensis,1465765,WP_044476676.1,307
Methylotenera mobilis,359408,WP_019898108.1,455
Pectobacterium parmentieri,1905730,AYH35599.1,650
Pectobacterium parmentieri,1905730,AYH31195.1,650
Pectobacterium parmentieri,1905730,AYH26746.1,650
Pectobacterium parmentieri,1905730,AYH22478.1,650
Pectobacterium parmentieri,1905730,AYH20005.1,650
Pectobacterium parmentieri,1905730,AYH13776.1,650
Pectobacterium parmentieri,1905730,AYH09233.1,650
Pectobacterium parmentieri,1905730,AYH04954.1,650
Pectobacterium parmentieri,1905730,AYH00509.1,650
Pectobacterium parmentieri,1905730,RKO79252.1,650
Pectobacterium parmentieri,1905730,RKO75289.1,650
Pectobacterium carotovorum,554,WP_119881743.1,650
Pectobacterium carotovorum,554,WP_119870755.1,650
Desulfobulbus sp.,895,RJX23815.1,653
Legionella taurinensis,70611,RJT69494.1,642
Legionella taurinensis,70611,RJT49461.1,642
Pectobacterium carotovorum,554,RJL58093.1,650
Pectobacterium carotovorum,554,RJL56235.1,650
Pseudomonas aeruginosa,287,RFG66621.1,650
Pseudomonas aeruginosa,287,RFG58023.1,650
Pseudomonas aeruginosa,287,RFG50490.1,650
Pseudomonas aeruginosa,287,RFG39510.1,650
Pseudomonas aeruginosa,287,RFG34453.1,650
Pseudomonas aeruginosa,287,RFG29457.1,650
Pseudomonas aeruginosa,287,RFG23868.1,650
Pseudomonas aeruginosa,287,RFG16384.1,650
Pseudomonas aeruginosa,287,RFG11773.1,650
Pseudomonas aeruginosa,287,RFG05735.1,650
Pseudomonas aeruginosa,287,RFG01971.1,650
Pseudomonas aeruginosa,287,RFF92675.1,650
Pseudomonas aeruginosa,287,RFF85995.1,650
Pseudomonas citronellolis,53408,WP_116423407.1,650
Pseudomonas citronellolis,53408,WP_116423133.1,650
Pseudomonas fluorescens,294,AXP06396.1,648
Parahaliea mediterranea,651086,WP_116369120.1,640
Klebsiella pneumoniae,573,SVJ63086.1,650
Vibrio parahaemolyticus 930,1288785,RFD65082.1,637
Vibrio parahaemolyticus VP551,1288781,RFD64507.1,637
Vibrio parahaemolyticus 863,1288784,RFD54805.1,637
Vibrio parahaemolyticus 3646,1288790,RFD53041.1,637
Vibrio parahaemolyticus 3631,1288788,RFD50557.1,637
Vibrio parahaemolyticus,670,RFD49635.1,637
Vibrio parahaemolyticus 3355,1288787,RFD44209.1,637
Vibrio parahaemolyticus,670,RFD40174.1,637
Vibrio parahaemolyticus,670,RFD35506.1,637
Pseudomonas sp. GL93,2014741,RFD33633.1,648
Pseudomonas aeruginosa,287,AXO29926.1,650
Pseudomonas sp. OV081,2135584,WP_116263194.1,656
Pseudomonas sp. OV221,2135587,WP_116256705.1,648
Pseudomonas sp. OV577,2135595,WP_116078927.1,648
Pseudomonas sp. OV657,2135596,WP_116029369.1,648
Thalassotalea euphylliae,1655234,WP_116001233.1,641
Vibrio anguillarum,55601,RFB52007.1,636
Vibrio coralliilyticus,190893,AXN33695.1,636
Pseudomonas aeruginosa,287,AXN25493.1,650
Vibrio anguillarum,55601,AXN12304.1,636
Vibrio anguillarum,55601,AXN19111.1,636
Vibrio anguillarum,55601,AXN15704.1,636
Vibrio anguillarum,55601,AXN08902.1,636
Vibrio anguillarum,55601,AXN05584.1,636
Vibrio anguillarum,55601,AXM87578.1,636
Vibrio anguillarum,55601,AXM71935.1,636
Vibrio anguillarum,55601,AXM80996.1,636
Vibrio anguillarum,55601,AXM66005.1,636
Vibrio anguillarum,55601,AXM50247.1,636
Vibrio anguillarum,55601,AXM84297.1,636
Vibrio anguillarum,55601,AXM46904.1,636
Vibrio anguillarum,55601,AXM77686.1,636
Vibrio parahaemolyticus,670,KOF20587.1,637
Vibrio parahaemolyticus,670,KOE94082.1,637
Vibrio parahaemolyticus,670,KOE90215.1,637
Vibrio alginolyticus,663,KOE88450.1,636
Vibrio parahaemolyticus,670,KOE85146.1,637
Vibrio parahaemolyticus,670,KOE75893.1,637
Vibrio parahaemolyticus,670,KOE21635.1,637
Vibrio parahaemolyticus,670,KOE14952.1,637
Vibrio parahaemolyticus,670,KOE10654.1,637
Vibrio parahaemolyticus,670,KOE04029.1,637
Vibrio parahaemolyticus,670,KOD00066.1,637
Vibrio alginolyticus,663,KOC96693.1,637
Vibrio campbellii,680,WP_050904670.1,637
Marinobacter sp. CP1,1671721,AKV95851.1,666
Pseudomonas lini,163011,WP_050682891.1,648
Pseudomonas lini,163011,WP_050681380.1,646
Aeromonas schubertii,652,WP_050665790.1,640
Gallaecimonas pentaromativorans,584787,WP_050660776.1,635
Vibrio,662,WP_050647601.1,636
Vibrio sp. J2-12,1507975,WP_050643552.1,636
Vibrio sp. J2-15,1507976,WP_050632643.1,636
Vibrio sp. J2-3,1507971,WP_050620259.1,636
Pseudomonas fluorescens NCIMB 11764,1221522,AKV05949.1,650
Methylibium sp. NZG,1686064,KNZ31882.1,646
Vibrio harveyi,669,KNY45191.1,637
Vibrio harveyi,669,KNY44207.1,637
Azoarcus sp. CIB,198107,WP_050417425.1,638
Vibrio parahaemolyticus,670,AKU58038.1,637
Vibrio cholerae 1587,412966,KNH59038.1,636
Vibrio cholerae 623-39,417397,KNH53733.1,636
Vibrio cholerae V52,345076,KNH51896.1,636
Pseudomonas lini,163011,KNH47914.1,646
Pseudomonas lini,163011,KNH43926.1,648
Pseudomonas syringae,317,KNH22055.1,646
Pseudomonas syringae,317,KNH19244.1,648
Vibrio lentus,136468,KNH11446.1,636
Azoarcus sp. CIB,198107,AKU13803.1,638
Pseudomonas sp. RIT-PI-a,1681194,WP_049858985.1,650
Vibrio,662,WP_049843292.1,636
Ideonella sakaiensis,1547922,GAP39050.1,645
Pseudomonas sp. RIT-PI-a,1681194,KNC17378.1,650
Vibrio cholerae,666,CSA52881.1,636
Vibrio cholerae,666,CSA56366.1,636
Vibrio cholerae,666,CSA42178.1,636
Vibrio cholerae,666,CSD84203.1,636
Vibrio cholerae,666,CSA05433.1,636
Vibrio cholerae,666,CSA34718.1,636
Vibrio cholerae,666,CSA19493.1,636
Vibrio cholerae,666,CRZ96018.1,636
Vibrio cholerae,666,CSA29747.1,636
Thioalkalivibrio,106633,WP_019624191.1,635
Amphritea japonica,452627,WP_019622238.1,644
Psychromonas ossibalaenae,444922,WP_019615560.1,649
Thioalkalivibrio sp. ALE20,545275,WP_019591984.1,643
Thioalkalivibrio,106633,WP_019590397.1,643
Pseudomonas mandelii,75612,WP_019582913.1,648
Pseudomonas mandelii,75612,WP_019579520.1,646
Thiomicrorhabdus arctica,131540,WP_019557194.1,647
Moritella marina,90736,WP_019443020.1,648
Vibrio anguillarum,55601,WP_019283026.1,636
Colwellia piezophila,211668,WP_019026686.1,679
Colwellia piezophila,211668,WP_019025646.1,649
Thioalkalivibrio,106633,WP_019024340.1,635
Thioalkalivibrio sp. ALJ2,1261622,WP_018994938.1,635
Thioalkalivibrio sp. ALgr1,748655,WP_018993881.1,635
Azoarcus toluclasticus,92003,WP_018987947.1,638
Methylophilus methylotrophus,17,WP_018986640.1,642
Thioalkalivibrio sp. AKL12,1158159,WP_018951733.1,635
Thioalkalivibrio sp. AKL11,545264,WP_018939817.1,635
Pseudomonas,286,WP_018929916.1,646
Thioalkalivibrio sp. ARh3,1158148,WP_018864239.1,635
Thioalkalivibrio,106633,WP_018861447.1,635
Pseudomonas sp. CFII68,911243,WP_018613212.1,648
Methyloversatilis thermotolerans,1346290,WP_018411028.1,652
Mariprofundus ferrooxydans,314344,WP_018294228.1,646
Thioalkalivibrio,106633,WP_018174385.1,636
Pseudomonas veronii,76761,WP_017849959.1,652
Methylomicrobium buryatense,95641,WP_017841839.1,633
Pseudomonas,286,WP_017529574.1,648
Pseudomonas nitroreducens,46680,WP_017521928.1,651
Pseudomonas nitroreducens,46680,WP_017519455.1,647
Pseudomonas sp. PAMC 26793,1240676,WP_017478017.1,648
Pseudomonas mendocina,300,WP_017361690.1,655
Pseudomonas fluorescens,294,WP_017335818.1,650
Pseudomonas tolaasii,29442,WP_017255908.1,648
Vibrio breoganii,553239,WP_017243714.1,632
Moritella dasanensis,428031,WP_017223671.1,648
Pseudomonas fluorescens,294,WP_017134431.1,648
Vibrio tasmaniensis,212663,WP_017111258.1,636
Vibrio,662,WP_017106058.1,636
Vibrio tasmaniensis,212663,WP_017102242.1,636
Vibrio splendidus,29497,WP_017095834.1,636
Vibrio splendidus,29497,WP_017091966.1,636
Vibrio splendidus,29497,WP_017089350.1,636
Vibrio splendidus,29497,WP_017082896.1,636
Vibrio splendidus,29497,WP_017081321.1,636
Vibrio splendidus,29497,WP_017078413.1,636
Vibrio splendidus,29497,WP_017075628.1,636
Vibrio crassostreae,246167,WP_017066342.1,636
Vibrio,662,WP_017061208.1,636
Citrobacter portucalensis,1639133,OPW95809.1,644
Citrobacter sp. A316,1639132,OPW94639.1,644
Pseudomonas putida,303,WP_079732564.1,648
Enterobacter sp. NFR05,1566259,WP_079496203.1,648
Photobacterium toruni,1935446,SKA55884.1,645
Pseudomonas putida,303,WP_079230178.1,648
Citrobacter werkmanii,67827,WP_079226070.1,644
Enterobacter sp. NFR05,1566259,SLJ88105.1,648
Pseudomonas sp. MF6396,1960828,WP_078481726.1,645
Pseudomonas putida,303,SKC17249.1,648
Campylobacter pinnipediorum,1965231,WP_078423738.1,649
Campylobacter pinnipediorum,1965231,WP_078415218.1,649
Campylobacter pinnipediorum,1965231,WP_078406192.1,649
Campylobacter pinnipediorum subsp. pinnipediorum,1660067,AQW84964.1,649
Campylobacter pinnipediorum subsp. pinnipediorum,1660067,AQW83443.1,649
Campylobacter pinnipediorum subsp. pinnipediorum,1660067,AQW81767.1,649
Campylobacter pinnipediorum subsp. caledonicus,1874362,AQW88213.1,649
Campylobacter pinnipediorum subsp. caledonicus,1874362,AQW86562.1,649
Campylobacter pinnipediorum subsp. pinnipediorum,1660067,OPA81580.1,649
Campylobacter pinnipediorum subsp. pinnipediorum,1660067,OPA79815.1,649
Campylobacter pinnipediorum subsp. caledonicus,1874362,OPA71652.1,649
Pseudomonas sp. MF6396,1960828,OOV93836.1,645
Pseudomonas fluorescens,294,OOQ42129.1,648
Salinivibrio sp. MA427,1909455,WP_077773630.1,640
Salinivibrio sp. PR5,1909484,WP_077765864.1,647
Salinivibrio sp. MA440,1909456,WP_077678984.1,642
Salinivibrio proteolyticus,334715,WP_077675092.1,647
Salinivibrio proteolyticus,334715,WP_077663317.1,647
Salinivibrio sp. MA351,1909453,WP_077661404.1,642
Salinivibrio sp. IB643,1909445,WP_077646978.1,642
Salinivibrio sp. IB574,1909444,WP_077640229.1,647
Salinivibrio sp. IB282,1766122,WP_077608142.1,649
Salinivibrio sp. AR640,1909437,WP_077577125.1,642
Salinivibrio kushneri,1908198,WP_077523438.1,649
Salinivibrio sp. ML323,1909474,WP_077486514.1,649
Salinivibrio,51366,WP_077479892.1,647
Salinivibrio sp. AR647,1909438,WP_077461815.1,640
Salinivibrio sp. IB872,1766123,WP_077456253.1,677
Cobetia sp. MM1IDA2H-1,1268241,WP_077378259.1,641
Salinivibrio proteolyticus,334715,OOF29843.1,647
Salinivibrio sp. IB872,1766123,OOF26724.1,647
Salinivibrio proteolyticus,334715,OOF25787.1,647
Salinivibrio sp. IB574,1909444,OOF22273.1,647
Salinivibrio sp. MA427,1909455,OOF19375.1,640
Salinivibrio sp. PR932,1909492,OOF19010.1,647
Salinivibrio sp. PR919,1909491,OOF13988.1,647
Salinivibrio sp. PR5,1909484,OOF09348.1,647
Salinivibrio sp. MA440,1909456,OOF05213.1,642
Salinivibrio sp. IB643,1909445,OOE97517.1,642
Salinivibrio sp. MA351,1909453,OOE96975.1,642
Pseudomonas putida B6-2,1081940,ANC79495.1,648
Achromobacter ruhlandii,72557,WP_063584456.1,657
Achromobacter ruhlandii,72557,WP_063582804.1,657
Achromobacter ruhlandii,72557,WP_063569730.1,657
Oleibacter sp. HI0075,1822250,KZY95940.1,659
Aeromonas veronii,654,ANB69163.1,641
Aeromonas veronii,654,ANB54971.1,641
Aeromonas veronii,654,KZW94268.1,641
Pseudomonas putida,303,WP_063426246.1,648
Pseudomonas putida,303,KZO52849.1,648
Bordetella ansorpii,288768,SAI68296.1,653
Enterobacter cloacae,550,SAD48485.1,644
Achromobacter xylosoxidans,85698,WP_062841902.1,653
Pseudomonas koreensis,198620,AMT86655.1,648
Aeromonas hydrophila,644,KYQ20359.1,641
Aeromonas hydrophila,644,KYQ15497.1,641
Aeromonas hydrophila,644,KYQ13633.1,641
Aeromonas hydrophila,644,KYQ10227.1,641
Kluyvera intermedia,61648,WP_062779034.1,648
Achromobacter,222,WP_062682046.1,654
Achromobacter,222,WP_062682042.1,655
Pseudomonas putida group,136845,WP_062575576.1,648
Pseudoalteromonas arabiensis,874454,WP_062569693.1,655
Pseudoalteromonas arabiensis,874454,WP_062569224.1,668
Pseudomonas abietaniphila,89065,WP_062385011.1,648
Zhongshania aliphaticivorans,1470434,WP_062382690.1,640
Vibrio cidicii,1763883,KYN91273.1,637
Vibrio cidicii,1763883,KYN81186.1,637
Vibrio cidicii,1763883,KYN79687.1,637
Aeromonas salmonicida subsp. salmonicida,29491,KYN73849.1,641
Pseudoalteromonas spiralis,162157,KYL32839.1,668
Aeromonas veronii,654,AMQ43000.1,641
Pseudomonas sp. ABFPK,1636605,WP_061552266.1,648
Pseudomonas sp. ABFPK,1636605,KYC16356.1,648
Zhongshania aliphaticivorans,1470434,AMO67036.1,640
Pseudomonas balearica,74829,WP_061340292.1,656
Pseudomonas monteilii,76759,KXK70320.1,648
Achromobacter xylosoxidans,85698,KXJ63198.1,631
Achromobacter xylosoxidans,85698,KXJ62978.1,653
Methylomonas denitrificans,1538553,AMK75279.1,634
uncultured bacterium UPO71,1776990,AMK59555.1,647
Alteromonas macleodii,28108,WP_061094774.1,645
Pseudomonas putida,303,AMK33521.1,648
Alteromonas macleodii,28108,AMJ98134.1,645
Alteromonas mediterranea,314275,AMJ82409.1,646
Alteromonas mediterranea,314275,AMJ78260.1,646
Achromobacter xylosoxidans,85698,WP_061071797.1,631
Photobacterium leiognathi,553611,WP_060988177.1,636
Achromobacter xylosoxidans,85698,AMH06656.1,660
Achromobacter xylosoxidans,85698,AMH06652.1,654
Vibrio fluvialis,676,KQH88495.1,636
Vibrio furnissii,29494,KQH86656.1,636
Pseudomonas aeruginosa,287,KQC73373.1,650
Pseudomonas aeruginosa,287,KQC72488.1,650
Pseudomonas aeruginosa,287,KQC58983.1,650
Pseudomonas aeruginosa,287,KQC57662.1,650
Pseudomonas aeruginosa,287,KQC52459.1,650
Pseudomonas corrugata,47879,WP_055137145.1,646
Pseudomonas mediterranea,183795,WP_055129056.1,648
Vibrio metoecus,1481663,WP_055050210.1,636
Vibrio metoecus,1481663,WP_055030092.1,636
Shewanella,22,WP_055026141.1,640
Pseudoalteromonas sp. P1-7a,1723755,WP_055020415.1,666
Pseudoalteromonas sp. P1-25,1723758,WP_055017864.1,666
Vibrio metoecus,1481663,KQB09930.1,636
Vibrio metoecus,1481663,KQB04727.1,636
Vibrio metoecus,1481663,KQB00826.1,636
Vibrio metoecus,1481663,KQA99131.1,636
Vibrio cholerae,666,KQA95867.1,636
Vibrio cholerae,666,KQA93967.1,636
Vibrio cholerae,666,KQA88707.1,636
Vibrio cholerae,666,KQA85324.1,636
Vibrio cholerae,666,KQA83097.1,636
Vibrio cholerae,666,KQA77529.1,636
Vibrio cholerae,666,KQA76711.1,636
Vibrio cholerae,666,KQA70822.1,636
Vibrio cholerae,666,KQA67408.1,636
Vibrio cholerae,666,KQA62953.1,636
Vibrio cholerae,666,KQA59436.1,636
Vibrio cholerae,666,KQA58848.1,636
Vibrio cholerae,666,KQA55547.1,636
Vibrio cholerae,666,KQA48885.1,636
Vibrio cholerae,666,KQA46939.1,636
